objid,crowded,badbkgmatch,ra,dec,l,b,nmatches,nreject,nbands,i1_fluxtype,i2_fluxtype,i3_fluxtype,i4_fluxtype,m1_fluxtype,i1_fluxflag,i2_fluxflag,i3_fluxflag,i4_fluxflag,m1_fluxflag,i1_softsatflag,i2_softsatflag,i3_softsatflag,i4_softsatflag,i1_f_ap2,i1_df_ap2,i2_f_ap2,i2_df_ap2,i3_f_ap2,i3_df_ap2,i4_f_ap2,i4_df_ap2,m1_f_psf,m1_df_psf,i1_extfrac,i2_extfrac,i3_extfrac,i4_extfrac,m1_extfrac,i1_brtfrac,i2_brtfrac,i3_brtfrac,i4_brtfrac,m1_brtfrac,i1_snr,i2_snr,i3_snr,i4_snr,m1_snr,i1_seflags,i2_seflags,i3_seflags,i4_seflags,m1_dflag,m1_sflag,i1_meannoise,i2_meannoise,i3_meannoise,i4_meannoise,m1_meannoise,smid,regid,irac_obstype,mips_obstype,i1_coverage,i2_coverage,i3_coverage,i4_coverage,m1_coverage,twomass_key,twomass_assoc,twomass_ra,twomass_dec,j,dj,h,dh,k,dk,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
SSTSL2 J182727.87-050921.3,1,0,276.866158,-5.15593,25.602856,2.956184,1,0,7,1,1,1,1,1,2,0,0,0,0,0,0,0,0,59710,89.88,33370,99.69,22850,167.4,13440,89.48,1609,143.6,0,0,0,0,0,1.02,0,0,0,0,594.9,293.4,130.7,139.2,11.2,2,0,0,0,N,1,9.769,11.1,33.85,25.99,91.68,30002561,30002561-32496,0,0,1.68,2.4,1.97,3.88,11.86,357850531,1,276.8663,-5.155814,155500,3150,162300,4186,124200,2402,Gaia DR3 4257151590764838656,276.8662619,-5.155991606,0,0,51,1.63615E+018,4.25715E+018,567013890,0.0123,0.0119,9.9047,0.0143,693.3139,36.278,-4.461,0.015,-36.002,0.015,0.1521,-0.0925,-0.1651,-0.0387,-0.3425,-0.0525,-0.172,0.0279,-0.0393,0.188,203,203,203,0,-1.1131,365.86,0.062,4.2064,31,TRUE,1.44,,,,,,,,23,15,0.022403,23,0.009191,94.35,0,0,0.943,0,200,387075.406,171.533,2256.56,11.717878,0.002797,22,159132,297.727,534.488,12.334151,0.003451,21,325414,362.732,897.119,10.966805,0.003968,1.252,0,0,0,0,0,1.367347,0.616273,0.751074,4.74,0.78,1,9,4,7,33.015,1.8749,0.060015,876.916,4.9,4500,4,0.25,111,,,,10.685371,0.004731,2,,VARIABLE,0,0,0.999838,4557.5,4507.6,4577.3,4.5786,4.5615,4.5852,0.1573,0.0533,0.2043,100.7307,100.4996,101.294,0.1797,0.1279,0.1997,0.1373,0.0975,0.1528,0.072,0.0512,0.08,MARCS,276.8662818,-5.155831596,0.23945,0.237088,0.1893,0.433477
SSTSL2 J122842.51-801710.7,0,0,187.177133,-80.286323,301.928461,-17.458888,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,17410,12.07,11620,10.4,7681,15.19,4237,10.09,602.2,103.8,0,0,0,0,0,0.98,0.95,1.02,0,0,1282.8,994.2,437.7,441.4,5.8,2,0,0,0,N,1,0.7793,1.02,3.296,4.566,61.56,40009401,40009401-22,0,0,7.89,7.66,8.29,7.31,17.11,841823313,1,187.1787,-80.28635,37670,902.1,43330,917.9,34870,642.3,Gaia DR3 5787272001034371328,187.1780771,-80.28628289,0,0,170,1.63615E+018,5.78727E+018,1288716569,0.0119,0.0122,9.4341,0.0137,689.8873,30.52,-22.1,0.015,21.048,0.017,-0.0085,-0.2023,-0.2855,-0.0033,-0.0169,0.0904,0.1211,0.1886,0.233,0.1736,303,0,302,1,0.7074,293.24,0,0,31,FALSE,1.341,,,,,,,,35,25,0.024427,46,0.02192,101.9,0,0,1.028,0,361,57139.0481,15.9929,3572.77,13.795034,0.002772,43,16178.1,21.6603,746.903,14.81622,0.003146,40,60620.7,43.0313,1408.76,12.791343,0.003857,1.344,0,0,0,0,0,2.024878,1.021186,1.003692,18,1.75,2,21,0,17,15.35,,,903.126,,3900,4.5,0,101,,,,12.328162,0.038844,21,,VARIABLE,0,0,0.992964,3876.4,3873,3878.5,4.7124,4.702,4.7145,-0.042,-0.0635,-0.0324,105.9677,105.6742,106.3418,0.5573,0.553,0.5612,0.3901,0.387,0.3928,0.2197,0.218,0.2212,MARCS,187.1786592,-80.28637644,0.239663,0.268228,0.1678,0.591341
SSTSL2 J043826.46-702456.6,0,0,69.610282,-70.415748,282.555355,-36.382065,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,16480,10.62,10450,11.85,6989,20.23,3746,12.34,462.5,85.65,0,0,0,0,0,1.02,0.95,0.98,0,0,1383.3,792.7,291.8,336.5,5.4,2,0,0,0,N,1,0.8073,1.154,3.485,5.096,53.31,40019951,40019951-185,0,0,6.53,5.51,5.96,5.83,25.61,682164134,1,69.61031,-70.41573,44830,949.7,49520,1095,35510,752.3,Gaia DR3 4655632299899322880,69.61033845,-70.415771,0,0,70,1.63615E+018,4.65563E+018,857669935,0.0099,0.0091,6.5919,0.0096,689.7538,9.307,4.958,0.013,-7.877,0.012,0.0664,0.0275,0.023,-0.185,0.0451,-0.1614,-0.1515,0.199,-0.062,0.0511,340,0,339,1,-2.6024,273.48,0,0,31,FALSE,1.424,,,,,,,,39,26,0.017924,43,0.02545,62.09,0,0,0.9,0,368,104161.4939,18.1157,5749.8,13.143099,0.002762,41,40568.2,31.4362,1290.49,13.818078,0.002914,41,90871.1,40.5408,2241.47,12.351831,0.00381,1.262,0,0,0,0,0,1.466247,0.674979,0.791267,-21.65,1.26,2,19,4,17,20.588,,,979.232,,4250,4,0.25,111,,,,12.005218,0.022172,15,,NOT_AVAILABLE,0,0,0.999813,4431.5,4428.4,4434.5,4.6723,4.6719,4.6727,0.0818,0.0758,0.0876,151.8617,151.6126,152.1101,0.244,0.2389,0.2493,0.1838,0.1799,0.1879,0.0967,0.0947,0.0989,MARCS,69.61027271,-70.415736,0.202947,0.19692,0.0673,0.10723
SSTSL2 J162750.81+421423.2,0,0,246.961718,42.23979,66.656932,43.857201,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,12090,10.06,8014,9.036,5281,17.65,3009,13.21,358.8,46.59,0,0,0,0,0,1.02,0.95,1.02,0,0,1091.3,810.9,277.4,256,7.7,0,0,0,0,P,2,0.7779,1.102,4.338,4.686,26.89,60091101,60091101-4,1,1,3.08,3.83,3.97,3.83,36.74,662739833,1,246.9619,42.23976,24620,498.8,27850,589.9,22850,399.8,Gaia DR3 1381189193800584064,246.961547,42.2397708,0,0,16,1.63615E+018,1.38119E+018,1756910246,0.0148,0.0188,12.4579,0.0186,671.0968,54.271,-53.96,0.019,5.8,0.023,0.1462,0.0495,0.0156,0.0518,0.1506,0.0217,-0.2589,-0.1368,-0.1152,0.2291,387,0,384,3,3.057,463.19,0.072,1.6335,31,FALSE,1.275,,,,,,,,44,26,0.033309,47,0.01279,23.02,0,0,1.112,0,398,22748.96929,8.73773,2603.53,14.794963,0.002787,43,4381.26,13.0109,336.738,16.234545,0.004264,42,28263.8,22.8477,1237.05,13.619819,0.00388,1.435,0,0,0,1,0,2.614726,1.439582,1.175144,-82.63,6.64,2,19,2,17,9.1897,,,950.778,,3500,4.5,0,101,,,,13.031741,0.053346,21,,NOT_AVAILABLE,0,0,0.996487,3467.8,3466.8,3468.9,4.8539,4.8526,4.855,-0.1112,-0.1143,-0.1089,81.1616,81.0603,81.2803,0.797,0.7922,0.8018,0.5197,0.5165,0.5229,0.328,0.326,0.3299,MARCS,246.9618709,42.23974502,0.309518,0.367952,0.2226,0.461004
SSTSL2 J051919.13-655917.7,0,0,79.829713,-65.988271,276.10116,-33.931629,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,16080,10.61,10930,9.643,7245,17.43,4202,13.13,654.6,92.19,0,0,0,0,0,1.02,0.95,0.98,0,0,1363.3,1018.9,367.9,342.1,7.1,3,3,2,0,N,1,0.8099,1.142,3.461,4.996,53.04,40019951,40019951-395,0,0,5.16,4.85,4.14,4.86,18.11,199658874,1,79.82948,-65.98842,34610,924.4,38980,1113,30540,815.6,Gaia DR3 4660502655414815744,79.82969646,-65.98801552,0,0,7,1.63615E+018,4.6605E+018,953570382,0.016,0.0184,11.7318,0.0175,668.7701,80.848,21.291,0.02,77.994,0.026,0.0368,0.0899,0.0863,-0.1453,0.0705,-0.1254,-0.2468,0.1229,-0.2894,0.0567,251,0,250,1,2.8749,295.74,0.076,2.1867,31,FALSE,1.306,,,,,,,,29,23,0.036356,114,0.00605,61.29,0,0,1.131,0,939,40385.7584,8.90279,4536.3,14.171796,0.002766,103,9428,9.63428,978.589,15.402493,0.003003,101,46870.9,15.5235,3019.35,13.070638,0.003796,1.394,0,12,0,0,0,2.331856,1.230698,1.101158,5.84,2.27,2,29,13,12,12.969,,,994.921,,3700,4.5,-0.25,101,,,,12.484553,0.090269,16,,VARIABLE,0,0,0.997667,3588.7,3568.5,3594.7,4.7183,4.6706,4.7282,-0.4151,-0.5363,-0.3826,85.707,85.5364,85.8674,0.6085,0.5941,0.6168,0.4099,0.3999,0.4155,0.2459,0.2398,0.2492,MARCS,79.82946392,-65.98836216,0.315626,0.417137,0.0692,0.920052
SSTSL2 J223231.50+610159.1,0,0,338.131264,61.033089,106.899771,2.561753,1,0,6,1,1,1,1,1,2,2,2,0,0,0,0,0,0,21860,12.66,13860,14.93,9376,19.58,5161,16.86,568.8,103.4,0,0,0,0,0,1.02,0.95,0.98,0,0,1524,807.9,405.5,339.6,5.5,2,2,0,0,N,1,1.012,1.22,3.988,5.997,77.1,30002711,30002711-32658,0,0,5.93,3.87,6.05,4.14,17.13,,0,,,,,,,,,Gaia DR3 2201727646143829504,338.1315581,61.03313188,0,0,161,1.63615E+018,2.20173E+018,1265427662,0.0105,0.0112,8.2455,0.0124,665.5248,134.912,134.837,0.014,4.491,0.014,-0.0496,0.1016,0.0354,-0.1488,0.0906,-0.1515,-0.1915,0.0109,0.0558,-0.1089,374,0,369,5,5.9513,519.52,0.049,1.8762,31,FALSE,1.375,,,,,,,,43,28,0.02091,47,0.0177,49.28,3,0,1.228,0,379,78943.39628,20.1625,3915.35,13.444077,0.002769,47,26452.1,72.8088,363.308,14.282393,0.004089,47,80329.5,350.422,229.236,12.485708,0.006059,1.353,20,27,8,28,0,1.796685,0.838316,0.958369,-29.94,4.17,1,13,11,10,14.5,3.6843,0.83615,773.757,9.93,4250,4.5,0.5,101,,,,11.937424,0.363863,2,,NOT_AVAILABLE,0,0,0.999324,4232.8,4228.1,4237.2,4.6913,4.6906,4.692,-0.0495,-0.0561,-0.0432,120.6611,120.4524,120.8462,0.7239,0.7139,0.7336,0.5269,0.5195,0.5341,0.2817,0.2778,0.2855,MARCS,338.1303207,61.03311192,0.228091,0.2325,-0.0938,0.535426
SSTSL2 J022145.88-742549.1,0,0,35.441191,-74.430306,295.048045,-41.286063,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,10960,8.157,7899,7.805,5320,16.94,2856,11.61,470.3,77.1,0,0,0,0,0,1.02,1.02,0.95,0,0,1214.2,926.9,267.5,283.7,6.1,2,0,0,0,N,1,0.6503,0.9116,2.889,3.846,52.32,40045991,40045991-69,0,0,6.58,5.12,5.78,5.13,29.1,133929875,1,35.44086,-74.43044,24730,523.8,27420,631.3,21940,505.1,Gaia DR3 4643310141802028928,35.44155077,-74.43012231,0,0,46,1.63615E+018,4.64331E+018,1616469551,0.0176,0.0176,12.42,0.0187,662.9568,76.967,38.058,0.022,66.899,0.021,0.0634,0.1768,-0.2762,-0.1185,0.0665,-0.0967,0.015,0.1985,-0.0895,0.0207,306,0,304,2,1.5605,331.07,0.06,1.0905,31,TRUE,1.287,,,,,,,,35,25,0.031354,42,0.009347,71.13,0,0,1.063,0,354,25633.88759,15.3723,1667.53,14.665331,0.002831,41,5390.22,19.6752,273.96,16.009527,0.004847,41,30773,38.7637,793.862,13.527472,0.004019,1.411,0,3,0,1,0,2.482056,1.344196,1.137859,10.72,4.19,2,14,2,12,9.2529,,,974.475,,3500,4.5,0,101,,,,12.971559,0.044249,17,,NOT_AVAILABLE,0,0,0.998258,3527.1,3526,3528.4,4.8564,4.8538,4.8591,-0.2991,-0.3026,-0.2941,81.1312,81.0121,81.2393,0.7698,0.7653,0.7745,0.5097,0.5067,0.5129,0.3127,0.311,0.3146,MARCS,35.44092058,-74.43041963,0.358787,0.340234,0.0313,0.747109
SSTSL2 J044740.80-684318.4,0,0,71.920024,-68.721795,280.235991,-36.224471,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,19470,11.78,12110,10.28,7998,18.34,4503,12.73,482.2,79.05,0,0,0,0,0,1.02,0.98,1.05,0,0,1492,1060.9,383.4,377.6,6.1,3,3,0,0,N,1,0.8354,1.145,3.449,5.026,53.25,40019951,40019951-280,0,0,4.08,4.97,4.36,6.08,30.94,1218450837,1,71.92012,-68.72181,51480,1090,58080,1284,43810,847.4,Gaia DR3 4655546641102478592,71.91996166,-68.72174451,0,0,124,1.63615E+018,4.65555E+018,1717261900,0.0108,0.0101,6.7772,0.0104,654.6794,14.62,-10.712,0.014,9.949,0.013,-0.1504,-0.1946,0.2892,-0.1239,0.1219,-0.1555,0.1148,-0.1856,-0.0511,-0.103,343,0,342,1,-1.2086,295.83,0,2.19E-15,31,FALSE,1.388,,,,,,,,39,25,0.020368,43,0.01821,38.3,0,0,0.953,0,354,98286.79742,19.5774,5020.43,13.206129,0.002764,36,33817.4,25.2109,1341.38,14.015691,0.002905,35,93082.7,67.525,1378.49,12.325724,0.003861,1.291,0,1,0,0,0,1.689967,0.809562,0.880405,12.64,1.61,1,21,5,17,18.878,3.9154,0.00004,953.418,25.59,4500,4.5,1,101,,,,11.969199,0.018911,16,,NOT_AVAILABLE,0,0,0.999591,4415.1,4343.5,4428.4,4.6376,4.6287,4.6422,0.7495,0.462,0.789,145.3743,140.2254,146.3317,0.5849,0.5329,0.6009,0.4304,0.3918,0.4423,0.2289,0.2087,0.2351,MARCS,71.92009285,-68.72178873,0.219467,0.213497,-0.0915,0.199173
SSTSL2 J044115.15-685345.9,0,0,70.313141,-68.896106,280.684063,-36.712235,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,24180,12.78,15330,11.14,10370,19.44,5813,14.74,539.2,94.6,0,0,0,0,0,1.02,0.98,1.02,0,0,1686.9,1234.3,454.4,384.4,5.7,0,0,0,0,N,1,0.8135,1.129,3.478,4.998,53.06,40019951,40019951-257,0,0,6.13,5.95,7.17,5.76,17.26,1218353495,1,70.31294,-68.89615,61550,1360,73450,1488,54350,1101,Gaia DR3 4656187896870547840,70.31315537,-68.89601756,0,0,96,1.63615E+018,4.65619E+018,157522300,0.0132,0.0127,8.2692,0.0127,651.8135,34.381,19.381,0.017,28.397,0.015,-0.0084,-0.0367,-0.1077,-0.0386,0.0777,-0.0493,-0.3153,-0.0396,-0.1191,-0.0085,327,8,327,0,8.7441,599.26,0.101,8.0694,31,FALSE,1.379,,,,,,,,38,25,0.023282,41,0.01581,41.42,0,0,1.363,0,332,111022.8165,27.2517,4073.98,13.073836,0.002768,36,37144.7,54.2775,684.349,13.9138,0.00321,34,107233,66.2148,1619.48,12.172071,0.003838,1.3,0,1,0,0,0,1.741729,0.839964,0.901765,33.99,1.08,1,16,2,13,23.056,1.3964,0.120766,876.141,12.83,4250,4.5,0.5,101,,,,11.797996,0.017617,14,22.89789,NOT_AVAILABLE,0,0,0.999019,4250.2,4249.1,4251.3,4.6206,4.619,4.622,0.2518,0.2492,0.2556,120.2971,120.0983,120.4852,0.5823,0.5798,0.5849,0.4246,0.4227,0.4265,0.2276,0.2266,0.2287,MARCS,70.31291614,-68.89614377,0.270397,0.24137,-0.0039,0.318927
SSTSL2 J224016.36+604741.7,0,0,340.068188,60.79493,107.60057,1.888817,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,17650,11.54,11550,10.11,7718,24.46,4158,13.99,735.9,126.9,0,0,0,0,0,0.95,0.95,1.02,0,0,1315.8,975.9,261.5,309,5.8,3,3,0,0,N,1,1.012,1.22,3.945,5.913,75.73,30002711,30002711-31218,0,0,3.61,5.46,4.06,5.96,10.87,781785160,1,340.0677,60.79492,37740,973.3,42190,1282,32480,747.9,Gaia DR3 2201002277706165376,340.0679402,60.79485363,0,0,115,1.63615E+018,2.201E+018,993806962,0.0099,0.0097,7.398,0.0114,650.3024,37.757,31.21,0.013,-21.249,0.012,-0.0238,0.082,-0.1975,-0.0993,0.0625,-0.1141,0.0544,-0.1449,-0.0151,-0.0593,413,0,412,1,0.4956,397.67,0,0,31,TRUE,1.38,,,,,,,,47,27,0.018154,52,0.006946,54.54,0,0,1.017,0,386,65531.90147,15.3921,4257.51,13.646235,0.002767,45,22029.5,41.4167,531.9,14.48103,0.003457,45,63832.5,121.284,526.307,12.735291,0.004306,1.31,0,2,0,5,0,1.745739,0.834796,0.910943,3.17,2.13,2,17,8,14,13.651,,,990.137,,4500,4.5,0.75,101,,,,12.318966,0.027995,9,,NOT_AVAILABLE,0,0,0.999019,4200.1,4196.8,4202.4,4.6822,4.6756,4.6868,-0.065,-0.0765,-0.056,136.1003,135.8079,136.5801,0.5485,0.5424,0.5534,0.3999,0.3954,0.4034,0.2141,0.2117,0.216,MARCS,340.0676559,60.79494807,0.20707,0.198623,-0.0485,0.514825
SSTSL2 J162539.59+423833.4,0,0,246.414982,42.642623,67.231315,44.250471,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,16020,11.44,10190,10.19,6875,19.45,3912,15.33,433.4,33.59,0,0,0,0,0,1.02,0.95,0.95,0,0,1262.5,915,324.5,292.6,12.9,0,0,0,0,N,1,0.7779,1.102,4.338,4.686,26.89,60091101,60091101-4,1,1,3.94,2.86,3.82,2.96,79.75,662699380,1,246.415,42.64271,42110,853.3,48440,936.9,35740,526.7,Gaia DR3 1381444280498081920,246.4149736,42.64244734,0,0,10,1.63615E+018,1.38144E+018,995618708,0.0087,0.0103,6.5813,0.0102,644.6546,56.423,-4.513,0.011,-56.242,0.014,0.0646,-0.0785,-0.1345,0.0253,0.1208,-0.0041,-0.407,-0.0937,-0.1533,0.1046,372,0,369,3,-0.3658,337.98,0,0,31,FALSE,1.392,,,,,,,,43,27,0.019901,47,0.01478,160.7,0,0,0.986,0,386,84639.30473,18.5135,4571.77,13.368437,0.002766,42,29717.5,31.8424,933.27,14.156011,0.003023,40,79174.1,51.0921,1549.64,12.501438,0.003844,1.287,0,0,0,0,0,1.654572,0.787574,0.866999,-29.86,1.09,2,27,1,23,19.733,,,908.997,,4500,4.5,0.75,101,,,,12.150389,0.022959,26,21.00268,NOT_AVAILABLE,0,0,0.999442,4399.1,4396.8,4400.2,4.6723,4.6694,4.6737,0.5244,0.5161,0.5318,151.6542,151.4316,152.2086,0.5467,0.5439,0.5496,0.4037,0.4017,0.4059,0.214,0.2129,0.2151,MARCS,246.4150008,42.6426973,0.182796,0.225645,0.1009,0.632774
SSTSL2 J013249.09-725229.0,0,0,23.204551,-72.87474,298.722462,-43.913709,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,10760,9.279,7435,8.489,5073,15.97,2806,12.28,465.4,81.65,0,0,0,0,0,1.02,0.98,1.02,0,0,1054.6,798.9,286.8,254.7,5.7,2,0,0,0,N,1,0.7859,1.069,3.504,4.648,49.06,40045991,40045991-163,0,0,4.07,4.59,4.44,4.3,26.8,1321900609,1,23.20429,-72.87492,23290,514.9,25820,499.5,20440,451.7,Gaia DR3 4686858567563805056,23.20484816,-72.87458433,0,0,115,1.63615E+018,4.68686E+018,747371658,0.0172,0.0161,11.4921,0.0179,640.4641,79.528,31.665,0.022,72.953,0.022,-0.0808,0.1563,-0.0835,-0.0993,-0.1626,-0.0173,0.2826,-0.0325,-0.2374,0.0696,361,8,361,0,-0.1196,348.72,0,2.13E-15,31,FALSE,1.278,,,,,,,,42,27,0.032055,50,0.01438,91.11,1,0,0.995,0,423,22069.86403,8.95335,2464.98,14.827868,0.00279,44,4320.03,13.4927,320.175,16.249825,0.004391,44,27278,22.827,1194.99,13.658365,0.003887,1.432,0,2,0,0,0,2.591459,1.421957,1.169502,-4.92,2.9,2,22,7,18,8.8388,,,972.65,,3300,3.5,-0.5,111,,,,13.038536,0.105167,16,,NOT_AVAILABLE,0,0,0.996487,3457.6,3452.6,3460.8,4.8119,4.8005,4.8187,-0.1423,-0.1979,-0.1156,87.4379,87.294,87.5902,0.7091,0.7032,0.7145,0.4628,0.4588,0.4663,0.293,0.2905,0.2951,MARCS,23.20437022,-72.87490857,0.350102,0.352171,0.0756,0.642867
SSTSL2 J070300.74-033613.8,0,0,105.75309,-3.603849,217.458756,0.92692,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,19290,7.985,12360,6.788,8419,16.3,4714,13.23,603.8,70.21,0,0,0,0,0,1.02,1.05,0.98,0,0,2269.9,1668.4,536.1,423,8.6,0,0,0,0,N,1,0.5848,0.7435,2.315,3.366,26.6,40044690,40044690-0,0,0,3.05,7.49,2.18,5.67,24.8,1206967924,1,105.7531,-3.603759,44460,860,50910,1454,40180,740.1,Gaia DR3 3107855622635865344,105.7529895,-3.603939021,0,0,128,1.63615E+018,3.10786E+018,666214245,0.0125,0.0122,9.1606,0.0144,634.6627,53.636,-30.907,0.015,-43.836,0.015,-0.1059,0.0443,-0.2342,0.1359,-0.3108,0.0609,-0.1165,0.1247,0.1313,-0.1926,243,0,243,0,1.6974,258.52,0,0,31,FALSE,1.352,,,,,,,,28,16,0.023522,28,0.06283,96.09,0,0,1.077,0,242,71150.33884,21.9557,3240.63,13.556925,0.002776,27,21208.4,31.2118,679.5,14.52227,0.003215,27,73391.7,51.6318,1421.44,12.583778,0.003856,1.33,0,0,0,0,0,1.938492,0.965345,0.973146,23.69,1.82,2,14,3,12,15.615,,,908.039,,4250,4.5,0.5,101,,,,12.161327,0.065668,11,,NOT_AVAILABLE,0,0,0.996487,3975.5,3969.6,4040.2,4.6899,4.6724,4.6947,0.0016,-0.0135,0.0636,109.1989,108.6777,114.0829,0.5545,0.5416,0.6931,0.3929,0.3836,0.4928,0.2172,0.2122,0.271,MARCS,105.7531272,-3.603744196,0.247363,0.249326,-0.1988,0.485139
SSTSL2 J013612.61-742458.3,0,0,24.052546,-74.416214,298.88509,-42.358411,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,17980,11.43,11300,9.565,7392,17.98,4190,11.99,437,78.03,0,0,0,0,0,1.02,1.02,1.02,0,0,1432.7,1073.2,365.2,375.1,5.6,2,0,0,0,N,1,0.7696,1.066,3.436,4.632,49.94,40045991,40045991-97,0,0,3.09,5.83,4.11,5.98,29.58,1321927443,1,24.05231,-74.41625,48260,1067,52720,1117,41380,800.4,Gaia DR3 4638112956497075072,24.05284782,-74.41621063,0,0,114,1.63615E+018,4.63811E+018,632830780,0.0104,0.009,6.6856,0.0105,634.0507,38.757,36.966,0.016,11.645,0.012,-0.1613,0.0931,-0.2613,0.0722,-0.0332,0.1497,0.0029,0.1532,-0.2315,-0.0299,331,18,330,1,1.9379,399.32,0.021,0.43714,31,FALSE,1.414,,,,,,,,38,26,0.022269,41,0.01886,109.4,1,0,1.076,0,350,112442.068,36.2362,3103.04,13.060045,0.002777,38,42524,56.043,758.774,13.766957,0.003136,38,100046,108.981,918.011,12.247396,0.00396,1.268,0,0,0,0,0,1.519562,0.706912,0.81265,-0.53,0.99,1,18,3,15,20.686,-0.70952,0.740591,947.156,12.49,4500,4,0.5,111,,,,11.943524,0.023146,15,20.75291,NOT_AVAILABLE,0,0,0.99979,,,,,,,,,,,,,,,,,,,,,,,24.05223626,-74.41626238,0.257115,0.193646,-0.0397,0.292152
SSTSL2 J054755.36-684711.3,0,0,86.980676,-68.786474,279.008829,-30.876959,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,11610,8.961,8085,8.339,5420,15.44,3122,12.75,549.8,85.9,0,0,0,0,0,0.95,0.92,0.95,0,0,1168.5,891.9,314.7,267.4,6.4,0,0,0,0,N,1,0.7851,1.114,3.265,5.016,53.05,40019951,40019951-269,0,0,4.78,4.61,4.77,4.93,24.33,1252890911,1,86.98055,-68.78641,24930,528.2,28630,632.8,22660,480,Gaia DR3 4657565413151530368,86.98034543,-68.78655633,0,0,84,1.63615E+018,4.65757E+018,538835611,0.018,0.0169,11.1274,0.0176,633.0895,37.08,-18.618,0.022,-32.067,0.02,0.0141,0.1433,0.1413,-0.0648,0.234,0.0065,-0.2919,0.1761,-0.1853,-0.0623,305,0,305,0,-0.8719,273.06,0,0,31,FALSE,1.288,,,,,,,,35,24,0.03096,45,0.004832,114.9,0,0,0.964,0,352,25040.68227,26.228,954.732,14.690751,0.002981,42,5242.33,24.6616,212.571,16.039732,0.00582,42,30188.8,79.5264,379.608,13.54828,0.00474,1.415,0,0,0,1,0,2.491452,1.348981,1.142471,7.17,2.47,2,21,7,16,8.7947,,,905.562,,3800,4.5,0.5,101,,,,13.074359,0.05443,15,,NOT_AVAILABLE,0,0,0.996487,3538.4,3535.5,3542.1,4.798,4.7922,4.8048,-0.1939,-0.2189,-0.1659,90.0341,89.8865,90.168,0.7937,0.7891,0.7984,0.525,0.5218,0.5282,0.3235,0.3216,0.3253,MARCS,86.98057411,-68.78641381,0.348981,0.323127,-0.0587,0.522753
