objid,crowded,badbkgmatch,ra,dec,l,b,nmatches,nreject,nbands,i1_fluxtype,i2_fluxtype,i3_fluxtype,i4_fluxtype,m1_fluxtype,i1_fluxflag,i2_fluxflag,i3_fluxflag,i4_fluxflag,m1_fluxflag,i1_softsatflag,i2_softsatflag,i3_softsatflag,i4_softsatflag,i1_f_ap2,i1_df_ap2,i2_f_ap2,i2_df_ap2,i3_f_ap2,i3_df_ap2,i4_f_ap2,i4_df_ap2,m1_f_psf,m1_df_psf,i1_extfrac,i2_extfrac,i3_extfrac,i4_extfrac,m1_extfrac,i1_brtfrac,i2_brtfrac,i3_brtfrac,i4_brtfrac,m1_brtfrac,i1_snr,i2_snr,i3_snr,i4_snr,m1_snr,i1_seflags,i2_seflags,i3_seflags,i4_seflags,m1_dflag,m1_sflag,i1_meannoise,i2_meannoise,i3_meannoise,i4_meannoise,m1_meannoise,smid,regid,irac_obstype,mips_obstype,i1_coverage,i2_coverage,i3_coverage,i4_coverage,m1_coverage,twomass_key,twomass_assoc,twomass_ra,twomass_dec,j,dj,h,dh,k,dk,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
SSTSL2 J222609.48+600412.3,0,1,336.539526,60.070084,105.730838,2.142818,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,17620,9.761,11260,8.593,7292,14.94,4132,12.85,654.6,86.13,0,0,0,0,0,1.02,1.02,1.02,0,0,1599.4,1180.3,418.6,360,7.6,2,0,0,0,N,1,0.9871,1.081,3.845,4.91,63.98,30002711,30002711-31935,0,0,11.63,6.1,11.92,6.88,22.09,735874699,1,336.5393,60.07009,53600,1432,55060,1572,38980,861.6,Gaia DR3 2201287704054318464,336.5396711,60.06998283,0,0,135,1.63615E+018,2.20129E+018,200086610,0.0089,0.0089,4.9566,0.0104,475.5494,49.804,45.746,0.011,-19.691,0.01,-0.1477,-0.0494,0.0164,-0.1915,0.2076,-0.2472,0.074,-0.2665,0.1243,-0.1524,392,386,391,1,-1.6215,502.41,0.035,1.3412,31,TRUE,1.475,,,,,,,,46,27,0.016644,52,0.01652,42.63,2,0,0.941,0,412,160355.2807,26.7062,6004.42,12.674659,0.002761,49,72318,42.6177,1696.9,13.190426,0.002863,51,126591,155.907,811.969,11.991885,0.004009,1.24,0,35,0,34,0,1.198541,0.515767,0.682774,7.82,0.94,1,21,14,18,23.564,1.0214,0.059489,990.315,12.1,4750,4,0.25,111,,,,11.734505,0.028373,5,,NOT_AVAILABLE,0,0,0.99968,4856.1,4845.9,4864.6,4.5551,4.5524,4.5575,0.1538,0.1417,0.1653,200.9036,200.4345,201.3873,0.1227,0.1121,0.131,0.0965,0.0881,0.103,0.0506,0.0462,0.0541,MARCS,336.5392636,60.07007035,0.183079,0.157919,-0.13,0.44786
SSTSL2 J195821.63+351300.6,1,0,299.590163,35.216846,71.347951,3.074883,1,0,7,1,1,1,1,1,2,2,2,2,1,0,0,0,0,94820,92.06,61740,81.37,39700,140.9,21890,61.99,2800,72.93,0,0,0,0,0.96,0.98,0.98,1.02,0.92,0,931,682.4,246,332.9,38.4,3,3,2,2,P,1,6.841,8.689,29.56,19.91,40.45,40043490,40043490-0,0,0,7.47,6.93,8.18,6.48,8.85,253386109,1,299.5901,35.21688,404000,7070,312500,7483,220400,4669,Gaia DR3 2059383771316037504,299.5901918,35.21681803,0,0,160,1.63615E+018,2.05938E+018,1563477246,0.008,0.0098,5.1814,0.0109,475.1472,12.986,6.515,0.011,-11.234,0.013,-0.1697,-0.0615,0.0411,-0.1683,0.0328,-0.1632,-0.0884,-0.0502,-0.0287,-0.2189,444,444,438,6,-3.6775,735.02,0.068,6.4653,31,FALSE,1.575,,,,,,,,50,27,0.019404,53,0.01092,170.3,0,0,0.877,0,448,2038321.71,572.07,3563.06,9.914185,0.002772,49,1134790,780.533,1453.87,10.201254,0.002888,49,1298340,642.885,2019.56,9.464421,0.003817,1.194,0,0,0,0,0,0.736833,0.287069,0.449763,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.992964,6080.9,6070.7,6091.8,4.0489,4.0434,4.0634,-0.259,-0.2674,-0.2505,191.1202,187.3928,192.0546,0.0325,0.0273,0.0382,0.0276,0.0232,0.0325,0.0148,0.0124,0.0174,PHOENIX,299.5901563,35.21686796,0.175459,0.217022,-0.2033,0.131541
SSTSL2 J162747.30+425958.0,0,0,246.947105,42.999468,67.710458,43.849125,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,12210,10.02,8468,9.123,5608,18.59,3067,11.47,329.4,46.4,0,0,0,0,0,1.02,1.02,1.02,0,0,1084,840.8,286.7,287.4,7.1,2,2,0,0,P,2,0.7518,1.212,4.165,5.381,26.82,60091101,60091101-7,1,1,4.41,6.12,3.05,6.12,36.98,662738456,1,246.9471,42.99943,34040,627.1,39740,768.6,29380,487,Gaia DR3 1381455722290898176,246.9471447,42.99950847,0,0,142,1.63615E+018,1.38146E+018,130197592,0.0114,0.0118,6.2733,0.0132,473.936,15.021,7.561,0.013,12.98,0.014,-0.1193,-0.2004,0.0357,-0.0186,0.1348,-0.0579,-0.1608,-0.1191,-0.0321,0.0165,283,0,282,1,0.3258,269.87,0,0,31,FALSE,1.39,,,,,,,,32,23,0.020118,35,0.02125,10.25,0,0,1.013,0,297,66474.55277,17.6148,3773.79,13.630729,0.00277,29,23077.8,43.313,532.816,14.430553,0.003455,28,62607.1,53.7038,1165.79,12.756336,0.003892,1.289,0,1,0,0,0,1.674217,0.799825,0.874393,-6.26,2.35,2,13,2,12,11.107,,,950.527,,4250,4,0.5,111,,,,12.31275,0.057465,11,,NOT_AVAILABLE,0,0,0.999324,4313.9,4302.7,4317.8,4.6664,4.6657,4.6668,0.2475,0.2065,0.251,160.7678,159.5691,160.9449,0.5301,0.517,0.5383,0.3899,0.3802,0.396,0.2074,0.2023,0.2106,MARCS,246.9470988,42.99945079,0.215579,0.233138,0.0199,0.179395
SSTSL2 J004429.77-714000.1,0,0,11.124082,-71.666711,303.709934,-45.451053,1,0,6,1,1,4,1,1,2,2,2,0,0,0,0,0,0,18660,11.92,12230,10.32,,,4550,14.43,605.6,79.69,0,0,0,0,0,0.98,0.95,0.95,0,0,1410.8,1057,364.8,310.1,7.6,2,2,0,0,N,1,0.7862,1.07,3.497,4.731,62.6,40045991,40045991-237,0,0,3.96,4.79,3.83,4.95,31.1,127325202,1,11.12327,-71.66672,40700,1200,48220,1377,38160,913.8,Gaia DR3 4689325321909563136,11.12491283,-71.66666779,0,0,118,1.63615E+018,4.68933E+018,1724290212,0.0148,0.0129,7.1413,0.0151,473.8658,104.845,104.401,0.022,9.637,0.018,-0.1999,0.1168,-0.0422,-0.1691,-0.0534,-0.1746,0.1528,-0.0851,-0.0957,-0.2599,373,0,370,3,9.4597,637.06,0.105,7.4718,31,FALSE,1.332,,,,,,,,42,25,0.031548,50,0.004915,47.51,0,0,1.369,0,408,55891.08019,11.9013,4696.21,13.819011,0.002765,46,15191.6,15.88,956.649,14.884532,0.003012,46,60641.3,30.9905,1956.77,12.790975,0.00382,1.357,0,1,0,0,0,2.093557,1.065521,1.028036,39.37,1.67,2,20,3,18,15.479,,,834.087,,3700,4.5,-0.5,101,,,,12.306495,0.032532,17,,NOT_AVAILABLE,0,0,0.000001,3625.2,3597.1,3684.9,4.3393,4.2802,4.4112,-0.48,-0.563,-0.3919,138.7325,136.8378,139.5824,0.4073,0.3771,0.4536,0.281,0.26,0.3129,0.1597,0.1474,0.1788,PHOENIX,11.12343766,-71.66671062,0.345299,0.2871,-0.246,0.953571
SSTSL2 J162731.32+421850.5,0,0,246.880503,42.314036,66.76155,43.915838,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,11970,9.986,7476,8.693,4847,18.02,2752,12.06,391.7,47.76,0,0,0,0,0,1.02,0.95,0.92,0,0,1095.4,787.2,261.2,252.3,8.2,0,0,0,0,N,1,0.7779,1.102,4.338,4.686,26.89,60091101,60091101-4,1,1,3.07,4.79,2.78,5.12,39.28,662739684,1,246.8807,42.3141,35680,722.9,37670,798,27670,509.7,Gaia DR3 1381187681972111104,246.8804174,42.31396072,0,0,21,1.63615E+018,1.38119E+018,17157561,0.0081,0.0096,4.65,0.0099,470.1339,42.462,-34.874,0.01,-24.224,0.012,0.1503,-0.0371,-0.0837,-0.0244,0.1012,-0.0618,-0.2834,-0.2325,-0.1947,0.2268,393,0,390,3,1.7823,449.51,0.029,0.87369,31,FALSE,1.457,,,,,,,,45,27,0.017764,50,0.02007,37.87,0,0,1.064,0,405,101430.7711,12.6266,8033.1,13.171943,0.002759,46,43516.2,27.771,1566.97,13.741915,0.002875,46,82189.4,30.021,2737.73,12.460855,0.0038,1.239,0,0,0,0,0,1.281059,0.569972,0.711087,-50.08,1.21,2,28,1,23,22.362,,,950.778,,4500,4,0,111,,,,12.184333,0.022432,27,20.94059,NOT_AVAILABLE,0,0,0.999697,4558.6,4554.6,4564.4,4.5539,4.5493,4.5712,-0.0956,-0.1107,-0.0848,209.5718,202.6408,212.2683,0.0098,0.0044,0.0168,0.0075,0.0033,0.0129,0.004,0.0017,0.0068,MARCS,246.880627,42.31406838,0.162027,0.195751,0.2268,0.354157
SSTSL2 J045118.90+255632.8,0,0,72.828781,25.942445,175.563172,-11.598174,1,0,6,1,1,1,1,1,2,2,2,0,0,0,0,0,0,13200,12.3,8953,11.16,6054,20.26,3483,19.22,534.6,73.23,0,0,0,0,0,0.98,0.95,1.02,0,0,972.5,725.3,265.4,198.8,7.3,2,0,0,0,N,1,0.9668,1.24,3.957,6.525,42.06,40043450,40043450-0,0,0,3.94,3.81,4.06,4.07,14.12,,0,,,,,,,,,Gaia DR3 153453550785049984,72.82892623,25.94227795,0,0,89,1.63615E+018,1.53454E+017,405357186,0.0398,0.0216,20.9515,0.0446,469.4985,103.336,85.745,0.053,-57.673,0.037,0.0284,0.1219,-0.0418,0.1361,-0.0596,0.0892,-0.2084,0.0833,0.2819,-0.0109,408,0,407,1,1.2929,672.26,0.216,7.1876,31,FALSE,1.198,,,,,,,,46,19,0.072782,48,0.01336,12.47,0,0,1.045,0,403,10942.25012,7.23096,1513.25,15.589601,0.002847,43,1018.8,7.82061,130.271,17.818325,0.008789,43,16301,22.0969,737.704,14.21736,0.004056,1.583,0,8,0,1,0,3.600965,2.228724,1.37224,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0,0,0.999997,,,,,,,,,,,,,,,,,,,,,,,72.82850244,25.94253427,0.843969,0.604131,-0.0203,0.76335
SSTSL2 J172558.49-363517.2,1,0,261.493712,-36.588112,351.332682,-0.655855,1,0,7,1,1,1,1,1,2,2,2,0,1,0,0,0,0,26370,69.89,17310,63.97,12370,135.4,10590,136.5,8215,192.4,0,0,0,0,0.96,0.95,1.02,1.02,0,0,335.2,252,87.6,71.4,42.7,3,2,0,0,N,-1,12.08,13.09,50.22,46.29,125.6,30002561,30002561-28100,0,0,2.86,3.06,5.12,2.86,13.23,989495481,1,261.4937,-36.58819,62810,1562,68050,1692,51760,1383,Gaia DR3 5974479588125455104,261.493895,-36.58807547,0,0,89,1.63615E+018,5.97448E+018,429652782,0.0116,0.0087,6.1091,0.013,468.1491,43.052,24.331,0.016,35.516,0.011,0.0144,-0.0758,-0.004,-0.1106,-0.234,-0.1367,-0.3425,-0.0264,0.0984,0.1021,269,269,269,0,-2.7573,300.75,0.017,0.30438,31,FALSE,1.477,,,,,,,,31,17,0.022187,31,0.03268,10.14,24,0,0.881,0,265,165301.0526,35.0658,4714.02,12.641678,0.002765,31,75114.8,42.6842,1759.78,13.149229,0.002858,29,130870,279.158,468.803,11.955796,0.004433,1.246,0,14,0,15,0,1.193433,0.507551,0.685882,-20.41,2.61,1,8,2,5,13.519,0.39824,0.256163,497.438,18.54,4750,3.5,-0.5,111,,,,11.623515,0.04301,5,,NOT_AVAILABLE,0,0,0.99885,4904.2,4899.1,4909.2,4.6213,4.6188,4.6256,-0.4104,-0.4168,-0.4042,162.3908,161.8301,162.7775,0.2265,0.2207,0.2316,0.1795,0.1749,0.1836,0.0958,0.0933,0.098,MARCS,261.4937603,-36.58823332,0.255416,0.176542,0.1119,0.545095
SSTSL2 J050122.73-651558.3,0,0,75.344709,-65.26622,275.672581,-35.88644,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,20200,12.36,13260,13.05,8272,24.53,4707,14.78,666.6,95.23,0,0,0,0,0,0.98,1.02,1.02,0,0,1467.7,911.2,287.4,320.1,7,0,0,0,0,N,1,0.8036,1.136,3.488,4.984,53.52,40019951,40019951-446,0,0,3.97,5.12,4.1,4.52,17.48,136565492,1,75.34475,-65.26629,77130,1634,69180,1593,47030,909.7,Gaia DR3 4663782739088374400,75.34474065,-65.26618691,0,0,40,1.63615E+018,4.66378E+018,1657008485,0.01,0.0101,4.9523,0.0106,467.8549,23.774,1.314,0.013,23.738,0.013,0.0624,-0.0446,-0.1924,-0.063,0.2219,-0.0031,-0.2926,0.3015,-0.2211,0.0338,361,361,361,0,-1.4371,649.24,0.077,7.55,31,TRUE,1.529,,,,,,,,41,26,0.019164,99,0.01028,33.39,0,0,0.946,0,831,313332.2527,56.4068,5554.86,11.947354,0.002762,94,159922,86.7267,1843.97,12.328773,0.002852,93,218547,77.9805,2802.59,11.399033,0.003799,1.208,0,1,0,1,0,0.929741,0.381419,0.548322,10.48,0.62,1,55,6,21,54.521,2.9665,0.084405,991.671,16.03,5250,3,0,111,14.8783,21.1757,17,11.218174,0.014695,48,,NOT_AVAILABLE,0,0,0.999697,5419.6,5404.9,5432.5,4.5274,4.5182,4.5354,-0.0735,-0.0872,-0.0586,201.1464,200.5326,203.0829,0.0679,0.0576,0.0773,0.0558,0.0473,0.0636,0.0297,0.0252,0.0339,MARCS,75.3447267,-65.26629241,0.215395,0.218833,0.0362,0.128322
SSTSL2 J002258.47-730435.7,0,0,5.743637,-73.07661,305.800087,-43.892779,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,20520,11.93,13220,10.61,8685,19.07,4769,14.58,537.7,91.14,0,0,0,0,0,0.98,1.02,1.02,0,0,1548.1,1114.4,401,321.3,5.9,2,2,0,0,N,1,0.7717,1.077,3.42,4.741,50.09,40045991,40045991-151,0,0,3.97,5.14,3.7,4.99,20.51,1302288846,1,5.743127,-73.07661,72440,1601,65520,1509,47160,999.1,Gaia DR3 4688752854302000384,5.743731037,-73.07662043,0,0,137,1.63615E+018,4.68875E+018,280844338,0.009,0.0091,4.6962,0.0101,463.3181,33.247,33.216,0.011,1.438,0.013,-0.1286,0.2668,-0.1942,-0.0939,0.0166,-0.0953,0.1924,-0.2229,0.0644,-0.1193,357,357,357,0,-0.8287,602.44,0.06,5.4693,31,TRUE,1.521,,,,,,,,41,25,0.018264,48,0.02482,80.91,10,0,0.968,0,416,279361.8808,47.096,5931.75,12.071949,0.002761,42,140497,85.3871,1645.42,12.469373,0.002867,41,199850,136.578,1463.27,11.496133,0.003852,1.218,0,42,0,41,0,0.97324,0.397424,0.575816,28.9,0.6,1,21,7,18,33.772,0.28814,0.271718,970.469,7.67,5000,5,0.25,444,9.7363,15.6468,11,11.281978,0.010962,12,35.95105,NOT_AVAILABLE,0,0,0.999591,5422.9,5415.3,5434.4,4.5691,4.5632,4.5767,0.1038,0.0938,0.1155,210.3498,208.3286,211.0701,0.1335,0.1267,0.1412,0.1093,0.1037,0.1157,0.0579,0.0549,0.0613,MARCS,5.743223884,-73.07662682,0.179684,0.204438,-0.1103,0.105459
SSTSL2 J125703.13-791337.6,0,0,194.263073,-79.227119,303.205315,-16.358351,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,19840,9.266,12460,8.426,8096,13.99,4605,10.96,607.9,103,0,0,0,0,0,0.95,0.98,1.02,0,0,1911.4,1338.3,498.3,456.7,5.9,2,0,0,0,N,1,0.6571,0.8364,2.658,3.732,76.8,40009401,40009401-37,0,0,7.03,5.92,9.26,6.11,15.54,842047693,1,194.2638,-79.2271,58450,1238,62570,1210,46430,983.6,Gaia DR3 5787719845864751104,194.263468,-79.22719687,0,0,38,1.63615E+018,5.78772E+018,1676351393,0.0115,0.0122,6.4645,0.014,462.7295,16.925,-13.062,0.014,-10.762,0.016,0.233,-0.1975,-0.2899,-0.0821,-0.1174,-0.0922,0.0447,0.3564,0.1831,0.2391,277,259,276,1,1.2001,425.84,0.074,5.3805,31,TRUE,1.436,,,,,,,,32,23,0.023998,42,0.02319,99.9,0,0,1.051,0,353,146480.0231,49.9967,2929.8,12.772921,0.00278,38,59339.3,89.2732,664.693,13.405187,0.003233,38,123898,106.816,1159.92,12.015235,0.003894,1.251,0,0,0,0,0,1.389952,0.632266,0.757686,5.49,0.96,1,20,2,18,23.076,-0.11562,0.503776,864.744,12.65,4500,4,0.25,111,12.1008,12.4412,8,11.739141,0.028159,18,,VARIABLE,0,0,0.999813,4544.2,4540.1,4550.3,4.61,4.6067,4.6139,0.2775,0.2674,0.287,154.2264,153.9191,154.5521,0.1904,0.1851,0.1972,0.145,0.1409,0.1502,0.0759,0.0737,0.0786,MARCS,194.2637786,-79.22714904,0.232426,0.256467,0.2446,0.386314
SSTSL2 J142639.02-795317.7,0,0,216.662613,-79.888269,307.200232,-17.81465,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,16900,9.662,10910,11.19,7428,15.67,4098,12.32,482.6,49.76,0,0,0,0,0,1.02,1.05,0.95,0,0,1574.5,870.8,417.1,369.4,9.7,0,0,0,0,N,1,0.7117,0.9911,3.009,4.437,33.65,40045630,40045630-0,0,0,5.88,6.28,5.72,6.26,47.44,890867826,1,216.662,-79.88821,58020,1229,55560,1126,37710,798.7,Gaia DR3 5785057339800256384,216.6619239,-79.88830094,0,0,37,1.63615E+018,5.78506E+018,436380635,0.0082,0.0085,4.4533,0.0097,461.4009,19.807,-10.634,0.011,-16.711,0.011,0.1057,-0.0973,-0.319,-0.1063,-0.0799,-0.0884,-0.2306,0.0774,0.2694,0.126,384,384,383,1,-0.4995,544.03,0.047,3.2845,31,TRUE,1.494,,,,,,,,44,27,0.01658,52,0.01189,72.46,0,0,0.981,0,429,192351.6912,29.1802,6591.86,12.477127,0.00276,45,90946.6,67.3261,1350.84,12.941575,0.002904,41,144270,50.3862,2863.28,11.849958,0.003798,1.223,0,0,0,0,0,1.091617,0.464448,0.627169,7.51,1.7,1,15,4,13,21.417,2.1689,0.004865,978.449,19.33,5000,3.5,0,111,,,,11.606089,0.027772,11,,NOT_AVAILABLE,0,0,0.999899,5159.4,5151.1,5167.1,4.5019,4.4997,4.5039,-0.0408,-0.0496,-0.0327,224.0688,223.5718,224.5576,0.2325,0.2255,0.2389,0.1869,0.1812,0.1921,0.0991,0.0961,0.1019,MARCS,216.662193,-79.88822667,0.17257,0.182415,0.1318,0.450494
SSTSL2 J060014.31-685101.1,0,0,90.059634,-68.850311,279.021725,-29.762797,1,0,7,1,1,1,1,1,2,2,0,0,0,0,0,0,0,11410,11.18,7249,8.38,4789,14.57,2705,11.77,469.5,83.85,0,0,0,0,0,0.95,1.05,0,0,0,913.8,782.1,290,252,5.6,0,0,0,0,N,1,0.8226,1.142,3.385,4.992,53.01,40019951,40019951-243,0,0,6.73,6.35,7.17,6.35,23.97,128399994,1,90.05968,-68.8504,34670,734.5,36980,817.5,26300,508.7,Gaia DR3 5282810362504708480,90.05963886,-68.85009044,0,0,66,1.63615E+018,5.28281E+018,365610198,0.0109,0.01,4.7132,0.0103,459.6802,67.928,-7.781,0.015,67.481,0.013,0.1009,0.034,-0.0999,-0.0361,0.0228,-0.0348,-0.3557,0.1976,-0.1538,0.1028,303,0,302,1,-0.0639,308.43,0,0,31,FALSE,1.465,,,,,,,,35,25,0.020594,44,0.01277,10.33,0,0,0.996,0,356,103532.3654,28.9909,3571.2,13.149676,0.002772,42,45434.6,52.0797,872.405,13.695075,0.003055,42,82467.6,61.1602,1348.39,12.457187,0.003864,1.235,0,0,0,0,0,1.237888,0.545399,0.69249,20.68,1.45,2,20,0,16,17.165,,,982.158,,4500,4,0,111,,,,12.179414,0.022155,20,,VARIABLE,0,0,0.999591,4699.6,4692.5,4707.5,4.5912,4.5888,4.594,-0.0262,-0.034,-0.0177,210.7984,210.3435,211.1965,0.0811,0.0735,0.0898,0.0632,0.0572,0.07,0.0332,0.0301,0.0369,MARCS,90.05973471,-68.85039035,0.23515,0.20513,0.1039,0.794049
SSTSL2 J015736.35-752126.5,0,0,29.401474,-75.357375,297.454573,-41.059457,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,15690,11.6,10150,13.62,6523,17.79,3607,13.7,399.1,78.26,0,0,0,0,0,1.02,1.02,1.02,0,0,1223.4,664.5,322.8,284.3,5.1,0,0,0,0,N,1,0.802,1.073,3.595,4.724,52.73,40045991,40045991-51,0,0,2.05,4.07,5.1,4.07,29.95,133785005,1,29.40094,-75.35745,59810,1267,50680,980.2,36750,676.9,Gaia DR3 4637358554080402176,29.4018898,-75.35723189,0,0,102,1.63615E+018,4.63736E+018,757105094,0.0101,0.0086,4.3408,0.0095,455.8714,62.267,43.393,0.013,44.657,0.012,-0.0733,0.1454,-0.1475,-0.1987,-0.0664,-0.1883,-0.0079,-0.0823,-0.0687,-0.1077,359,359,356,3,1.6481,645.53,0.07,7.0664,31,TRUE,1.533,,,,,,,,41,28,0.018962,45,0.02754,39.18,0,0,1.062,0,384,238503.3455,45.9308,5192.67,12.24363,0.002763,40,122714,71.9884,1704.63,12.616307,0.002862,40,165581,58.472,2831.8,11.700372,0.003799,1.209,0,0,0,0,0,0.915936,0.372677,0.543259,17.53,1.06,1,18,1,15,27.798,1.417,0.059406,973.825,14.76,5500,4.5,-0.25,222,,,,11.497607,0.017843,17,28.80725,NOT_AVAILABLE,0,0,0.999832,5357.6,5349.1,5369.4,4.4979,4.4953,4.5003,-0.4433,-0.4534,-0.4305,229.7351,229.1118,230.6462,0.0208,0.0145,0.0295,0.0171,0.0119,0.0243,0.0092,0.0063,0.013,MARCS,29.40112689,-75.35743036,0.216665,0.18718,-0.089,0.639231
SSTSL2 J053439.37-655142.3,0,0,83.664078,-65.861753,275.712931,-32.39663,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,13030,10.22,8078,8.95,5309,16.42,3059,13.81,313.8,37.35,0,0,0,0,0,1.02,0.95,0.95,0,0,1147.8,833.9,293.3,254.7,8.4,2,0,0,0,N,1,0.8146,1.152,3.515,5.017,49.6,40019951,40019951-415,0,0,4.87,3.83,3.83,3.83,69.68,183998162,1,83.66424,-65.86177,38160,913.8,40290,890.6,30010,635.6,Gaia DR3 4660692286793539456,83.66407754,-65.86177425,0,0,32,1.63615E+018,4.66069E+018,1161910731,0.0103,0.0105,5.25,0.0116,453.7908,10.289,-5.831,0.013,-8.478,0.013,0.036,0.1215,-0.0487,-0.0656,0.3327,0.0903,-0.3326,0.3644,-0.3141,-0.0816,320,0,319,1,-1.4347,278.67,0,0,31,FALSE,1.434,,,,,,,,37,25,0.019539,112,0.01504,22.44,0,0,0.942,0,951,92529.57757,9.56956,9669.15,13.271666,0.002758,108,36942.1,16.3252,2262.89,13.919739,0.002831,102,79203.8,18.9587,4177.71,12.50103,0.003788,1.255,0,0,0,0,0,1.418709,0.648073,0.770636,25.93,1.26,2,41,6,17,19.09,,,959.349,,4500,3.5,0.25,111,,,,12.220295,0.015905,35,,NOT_AVAILABLE,0,0,0.999911,4527.7,4524.3,4531.1,4.636,4.6325,4.6394,0.4541,0.4447,0.4624,188.5804,188.1949,188.9634,0.1996,0.1944,0.2048,0.1512,0.1473,0.1552,0.0791,0.077,0.0812,MARCS,83.66414091,-65.86173657,0.21282,0.208683,-0.0812,0.076487
SSTSL2 J021648.45-741231.7,0,0,34.201905,-74.208827,295.317233,-41.633243,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,22020,12.38,14090,11.05,9387,19.38,5072,13.99,541.9,79.69,0,0,0,0,0,0.98,0.98,1.02,0,0,1595.3,1146.9,420.7,386.6,6.8,0,0,0,0,N,1,0.7405,1.057,3.276,4.627,52.23,40045991,40045991-92,0,0,4.95,3.98,5.1,3.98,27.78,133916691,1,34.20137,-74.20888,80840,1787,74340,1438,53700,989.2,Gaia DR3 4643514028193241216,34.20225718,-74.20869709,0,0,105,1.63615E+018,4.64351E+018,1152516,0.0112,0.0099,4.9205,0.0108,453.5126,66.556,53.492,0.014,39.601,0.014,-0.0712,0.1012,-0.1753,-0.2721,-0.0452,-0.2264,0.2035,-0.0078,-0.2752,0.0047,315,315,315,0,1.0863,668.97,0.081,9.644,31,TRUE,1.517,,,,,,,,36,24,0.020243,43,0.02247,60.18,0,0,1.043,0,366,307086.6851,50.9329,6029.24,11.969214,0.002761,40,152871,84.1668,1816.29,12.377727,0.002853,40,219217,64.4465,3401.53,11.39571,0.003793,1.212,0,0,0,0,0,0.982017,0.408512,0.573504,10.16,0.54,1,18,2,17,36.926,0.55999,0.202735,899.218,5.7,5000,4.5,-0.25,222,,,,11.22612,0.015313,16,39.42358,NOT_AVAILABLE,0,0,0.999712,5252.1,5232.6,5272.9,4.4927,4.4733,4.4992,0.0257,0,0.045,203.1654,202.2753,212.2041,0.0422,0.0271,0.0592,0.0343,0.022,0.0482,0.0182,0.0116,0.0255,MARCS,34.20138355,-74.20887309,0.233121,0.216739,0.0279,0.581174
